id,title,description,author,publication,isbn,pages,image
299,Déconditionnez-vous ! - Tout comprendre aux schémas de pensée qui nous enferment,"Vous aimeriez pouvoir vous délester de la peur, du poids de votre histoire et des pensées limitantes qui vous empêchent d'avancer au quotidien ?
Ces prisons que l'on s'impose sont liées à des conditionnements inconscients, fruits d'expériences vécues, d'une éducation, d'un environnement social, d'une culture dans laquelle nous évoluons depuis notre naissance (et qui nous sont familiers). Heureusement, notre cerveau peut être reconditionné et nos schémas de pensée modifiés.
Dans cet ouvrage, vous trouverez des pistes pour :


Vous interroger sur le libre arbitre et la recherche du bonheur grâce à la philosophie stoïcienne.

Comprendre comment se construisent nos croyances au travers des neurosciences et d'études scientifiques internationales sur le conditionnement psychologique et l'apprentissage.

Identifier vos schémas de pensée dysfonctionnels et reconditionner votre cerveau en évitant les pièges des biais cognitifs acquis au cours de la vie.

Éviter de formater vos enfants.",Johanna Rozenblum,28 sept. 2023,9782702926765,232,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjcwMjkyNjc2NS80OWZiNTcyMTA2ODVkNmE1MDUyMTYwM2E3ZGQ4MGNkYmU2OTQ2YTM3LmpwZWc=/49fb57210685d6a50521603a7dd80cdbe6946a37-250-375.jpeg?v=1&w=250&h=375&resize=fit
300,J'arrête d'avoir peur !,"Angoisse, phobie, stress, peur de l'autre... La peur est universelle et se
 présente sous différentes formes. Excessive, elle peut vous limiter dans
 votre accomplissement. La peur questionne
 les fondements de votre personnalité :
 «Qui a peur en moi ?». En explorant votre système
 intérieur, vous pourrez déjouer les pièges de
 nombreuses peurs souterraines.Riches de leur expérience de psychothérapeutes,
 Marie-France et Emmanuel Ballet de Coquereaumont
 vous proposent un programme personnel en 21 jours
 pour transformer votre peur en alliée, avec :
Le décryptage de plus de quatre-vingt peurs.
Une démarche novatrice éprouvée.
Des exemples et métaphores riches dans lesquels vous allez vous
 reconnaître.
Des pratiques simples et efficaces pour vous accompagner.
Des illustrations et schémas pour mieux comprendre et assimiler les
 idées fortes.
Cet ouvrage profond, ludique et positif vous surprendra. Grâce à lui, vous en
 saurez bien davantage sur vous, sur votre puissance et sur la vie elle-même.",Marie-France Ballet de Coquereaumont,25 avr. 2014,9782212558180,221,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjIxMjU1ODE4MC8zYzdmMzJhOTQwMWI3YTkxYTRhMTY1NWNiYzYwODQ4NmQ4NzkzYjI2LmpwZWc=/3c7f32a9401b7a91a4a1655cbc608486d8793b26-250-375.jpeg?v=1&w=250&h=375&resize=fit
301,La Guérison a ses raisons que la raison ne connaît pas,"Tente de rationaliser les phénomènes étranges et para-rationnels qui recouvrent de vastes domaines : médecine, sciences humaines, théologie, physique, philosophie... A pour objectif d'élaborer des concepts et des notions dans des ensembles flous et de repérer les ébauches d'une connaissance de ces nouvelles frontières permettant de découvrir les possibilités thérapeutiques qu'elles renferment.",Gabrielle Ricq-Chapuis,21 janv. 2002,9782844541291,250,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0NDU0MTI5MS9iNzFhZTc0YmVjYzkwMWUwMzkxMGIxOWJiMWUzNDJiM2ZhYjQzMTg4LmpwZWc=/b71ae74becc901e03910b19bb1e342b3fab43188-250-375.jpeg?v=1&w=250&h=375&resize=fit
302,Feedback : le pouvoir des conversations,"Nous vivons dans un océan d'informations et un désert de feedback.

Feedback. Vous ne connaissez pas le mot ? Vous croyez le connaître ? Ce livre va vous surprendre I Le feedback est inscrit au coeur du vivant. Il est l'art d'utiliser la parole pour rendre plus épanoui et plus performant. Dans la vie professionnelle comme dans la vie privée, il fait grandir perpétuellement.« Jamais je n'ai rencontré une seule personne qui se plaignait de recevoir trop de feedback. En retour, j'ai accompagné un nombre effarant de personnes qui en manquaient cruellement. »Loin d'être un simple outil de communication, le feedback est une nouvelle langue à apprendre. Il est le symptôme d'une révolution des autorités qui touche tous les pans de la société. Du management par soumission au leadership par engagement, ce livre vous donne toutes les clés pour accueillir le feedback, faire confiance et inspirer ceux qui vous entourent.",Stéphane Moriou,15 mars 2023,9782100837021,259,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjEwMDgzNzAyMS84YzA2YTYwM2JiNDZhZjkzZWJhODQ4YmMwZTI5M2FkYzdmM2IwNjA3LmpwZWc=/8c06a603bb46af93eba848bc0e293adc7f3b0607-250-375.jpeg?v=1&w=250&h=375&resize=fit
303,"Méditation de pleine conscience Poche Pour les Nuls, 2ème édition","La méditation de pleine conscience pour les nuls

Le bonheur de l'instant présent
Vous ressentez le besoin de ralentir ? Découvrez la méditation de pleine conscience. Plutôt que de déambuler automatiquement sans vous rendre compte de rien, vous réapprendrez à voir ce qui vous entoure et à vous sentir vivant. Vous accueillerez vos émotions sans vous laisser submerger par celles-ci. Vous ressentirez la douleur sans quelle ne vous consume. Vous serez dans l'acceptation. Et vous vous sentirez plus heureux. Revenez à l'essentiel !
Découvrez comment

Détendre le corps et apaiser l'esprit
Développer un esprit attentif
Vivre chaque instant du présent
Reprendre contact avec son corps
Mettre au point son programme de méditation",Shamash Alidina,28 janv. 2021,9782412064757,401,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjQxMjA2NDc1Ny9lMjNhMmFjZjdmMTc4ZjhlZmFhZWQ3OTFiMGJiNmFlYmE2ZGFiNmNmLmpwZWc=/e23a2acf7f178f8efaaed791b0bb6aeba6dab6cf-250-375.jpeg?v=1&w=250&h=375&resize=fit
304,Poupées tracas - Méthode ancestrale,"Alliez Développement personnel, Magie et DIY
Un ouvrage simple et pratique permettant de concevoir sa propre Quitapeñas.Issues de la tradition sud-américaine, ces « poupées-tracas » emportent les peines, soucis, cauchemars et émotions négatives loin de son utilisateur.Elles ont le pouvoir de réaliser les souhaits et d'attirer la chance sur lui.Toutefois, nulle magie ni pratique vaudoue dans ce « rituel » traditionnel, car il s'agit bien d'un formidable outil de développement personnel, qui ne nécessite qu'un peu de fil et quelques allumettes !",Frédérique Porta Del Sol,11 janv. 2021,9782850907784,78,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg1MDkwNzc4NC9lNzFmNGU3OTE4ZjY0MzVkNmIxY2NiNWRjOGIyMGZmYmQzNTBjZmNlLmpwZWc=/e71f4e7918f6435d6b1ccb5dc8b20ffbd350cfce-250-375.jpeg?v=1&w=250&h=375&resize=fit
305,30 contes d’auto-hypnose,"30 contes d'auto-hypnose

Histoires d'êtres heureux
Auto-sabotage, manque de confiance en soi, colères et peurs inexpliquées : autant de messages que votre enfant intérieur envoie à l'adulte que vous êtes pour lui signaler qu'il a été blessé à un moment de sa vie. Si vous ne prenez pas soin de les guérir, ces blessures continueront à perturber votre quotidien.Les 30 contes d'auto-hypnose de Xavier Faye et Olivia Favre s'adressent directement à votre enfant intérieur, pour permettre à votre inconscient de le réconforter, de déverrouiller les blocages. Ce livre vous aidera à cultiver votre bienveillance, votre indulgence, votre lâcher prise et l'amour que vous vous portez, afin de faire la paix avec vous-même.",Olivia Favre,9 sept. 2020,9782807329188,159,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgwNzMyOTE4OC8xNDJkZjEyZTMyNWVmNzczNWE1ZjZiYjhlYjg0YmY2NzQzMGI4YTgxLmpwZWc=/142df12e325ef7735a5f6bb8eb84bf67430b8a81-250-375.jpeg?v=1&w=250&h=375&resize=fit
306,Transurfing - tome 4 Diriger la réalité,"Transurfing

- 4 -

Diriger la réalité
Dans la vie quotidienne, les événements se succèdent les uns après les autres sans nous demander notre approbation, et la plupart du temps, la réalité n'a aucune considération pour notre volonté. Quand on pense « donne-moi », on entend déjà « tu ne l'auras pas ! » car nous-mêmes n'y croyons pas vraiment. Influencer sa réalité, est-ce vraiment possible ?Ce quatrième volet de la saga Transurfing nous propose, non pas de demander, mais de faire en sorte que le monde lui-même vienne satisfaire nos désirs. Vadim Zeland nous invite à nous connecter à ce qui fait notre essence, et établit des ponts sans équivoque avec les individus, les organisations, la société, la nature, Dieu...
S'il fallait donner une spécificité à chaque volume, Diriger la Réalité est sans doute celui qui nous fait toucher de plus près notre pouvoir créateur, intimement lié à notre intention et à la nécessité de nous réveiller...
« Lorsque deux ou plusieurs personnes dirigent leur pensée vers le même but et appliquent les principes permettant de le concrétiser dans leur vie, elles interagissent plus efficacement sur les couches de leur monde, qui s'entrecroisent alors. »« Qu'attendons-nous pour visualiser tous ensemble le « cliché » du monde auquel nous aspirons sans aucun doute ? »",Vadim Zeland,15 mars 2013,9782361880781,179,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM2MTg4MDc4MS9kMTE2YTE1NzQxZjM4ZjY3ZDQ5ZDBjY2EyOWI4OGFjNTMyOWE1MjIzLmpwZWc=/d116a15741f38f67d49d0cca29b88ac5329a5223-250-375.jpeg?v=1&w=250&h=375&resize=fit
323,Coloriages mystères Disney - Les Grands classiques Tome 4,"Les grands classiques Disney

Tome 4

100 scènes à colorier

Le Roi Lion ou Kuzco, l'empereur mégalo ? La Belle au bois dormant ou Blanche-Neige et les sept nains ? Lilo et Stitch ou Les Indestructibles ?Découvrez dans ce quatrième tome des Grands Classiques les personnages des chefs-d'oeuvre Disney ! Grâce aux codes couleurs, appliquez chaque nuance dans la zone correspondance et révélez vos scènes préférées des films d'animation Disney !Détendez-vous, retrouvez votre âme d'enfant ainsi que le plaisir de créer.",Walt Disney company,19 sept. 2018,9782017057819,100,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAxNzA1NzgxOS8zOGIwM2RhNDZkZTgwZDM1NTM2NGJmMmVlMzZlYWUyNGQ3NjI1NDQxLmpwZWc=/38b03da46de80d355364bf2ee36eae24d7625441-250-375.jpeg?v=1&w=250&h=375&resize=fit
309,Découvrir et accueillir sa part d'ombre,"Découvrir et accueillir sa part d'ombre
Selon les théories jungiennes, notre personnalité est constituée de trois instances : le Moi ; la Persona (l'ensemble des rôles sociaux) et une identité « cachée » : l'Ombre.
Accueillir, comprendre, explorer, métamorphoser sa part d'ombre permet de l'intégrer pour constituer un nouvel équilibre.Jean Monbourquette, prêtre et psychologue canadien, discerne sept grands bénéfices à ce travail sur soi : une meilleure connaissance de soi, un accroissement de l'estime de soi, une amélioration de la santé psychique, une diminution des conduites addictives, un surcroît de vitalité et de créativité, un assainissement des relations sociales, et de fait un effet bienfaisant sur toute la société.Nos ombres ont des messages lumineux à nous transmettre, dévoilons-les grâce à cet ouvrage fort bien documenté !",Mireille Rosselet-Capt,6 janv. 2017,9782889117888,93,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg4OTExNzg4OC9lNzBmNWVlZGZiZWUyMjUzZTQxYWJiMGU1NjBkZmMyODVjZjBhZDY2LmpwZWc=/e70f5eedfbee2253e41abb0e560dfc285cf0ad66-250-375.jpeg?v=1&w=250&h=375&resize=fit
310,Comme un vide en moi,"«Comme un vide en moi...» Que cache
 cette plainte maintes fois entendue ?
 Le psychanalyste Moussa Nabati montre,
 à travers trois témoignages, que ce mal-être
 reflète l'absence à soi, pouvant se manifester
 par l'instabilité, l'hyperactivité, mais aussi
 par les angoisses, la dépression et les difficultés
 en amour. Ce trouble provient d'une carence
 ancienne, due à l'indisponibilité psychologique
 de la mère. Le sentiment d'abandon crée
 chez le bébé une dépression précoce,
 responsable plus tard du vide intérieur
 empêchant l'adulte d'être présent à soi
 et aux autres. Ce dernier aura alors tendance
 à rechercher, à l'excès, amour et reconnaissance
 afin de combler son vide. Quête qui ne fera
 qu'exacerber sa dépendance affective.À travers son concept de «compréhension
 incarnée», l'auteur propose des pistes
 d'évolution : réhabiliter ses parents intérieurs
 pour transformer son vide en source d'énergie
 et «cueillir les roses de la vie».",Moussa Nabati,15 janv. 2014,9782253176824,350,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzE3NjgyNC85YzM2ZjgyMGM5ZDZhODdiMzBjNzM3MTJmNmM2NDIwNjIzMTY2NzJmLmpwZWc=/9c36f820c9d6a87b30c73712f6c642062316672f-250-375.jpeg?v=1&w=250&h=375&resize=fit
311,La peur - Conseils de sagesse pour traverser la tempête,"« Le Bouddha a dit que toute peur vient d'un esprit indompté. Thich Nhat Hanh nous montre qu'en regardant profondément et en embrassant toute notre expérience avec acceptation, amour et compréhension, nous pouvons dépasser la peur et l'anxiété pour trouver la non-peur et la paix. »
Sogyal Rinpoché

auteur du Livre tibétain de la vie et de la mort.Vivre sans craindre l'échec, sans appréhender la perte d'un être cher, la maladie ou le rejet, est-ce possible ? Issus de la démarche de pleine conscience, les préceptes de ce livre visent à tarir la peur profonde dont découlent toutes nos inquiétudes quotidiennes.En suivant ces conseils concrets, accessibles et porteurs de sagesse, vous apprendrez à reconnaître vos angoisses, à les dépouiller de leur pouvoir et à les transformer en sources d'apaisement, pour avancer enfin en toute sérénité.Thich Nhat Hanh nous offre ce chemin intemporel vers une vie sans peur, et ce chemin se nomme la pleine conscience. La non-peur est possible... y accéder, c'est connaître la joie ultime.Moine bouddhiste vietnamien, érudit et poète, Thich Nhat Hanh, inlassable défenseur de la paix, figure parmi les personnalités les plus engagées du bouddhisme dans le monde occidental.",Thich Nhât Hanh,9 sept. 2013,9782702910313,205,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjcwMjkxMDMxMy9mMzJmMmFkNjAwMWRlOGNhYjRkMGY0ZTFhODUyYTcyYjczZjdhY2Y1LmpwZWc=/f32f2ad6001de8cab4d0f4e1a852a72b73f7acf5-250-375.jpeg?v=1&w=250&h=375&resize=fit
312,"Reprogrammez votre cerveau pour une vie meilleure - Une approche pour obtenir santé, amour, succès, abondance","Si vous aspirez à vivre de véritables changements dans votre vie et que vous souhaitez davantage de santé, d’amour, de succès et d’abondance, il est impératif d’apprendre à reprogrammer votre cerveau pour lui donner la direction de vos rêves. Le Système Réticulé-Activateur est assurément un outil et un allié d’une extraordinaire puissance à découvrir, car il est la clé fondamentale permettant de décupler vos résultats et de gagner en puissance, en rapidité et en facilité. Guidé par l’autrice, vous entrerez dans l’univers fascinant des neurosciences et du développement personnel. Vous apprendrez comment fonctionne votre cerveau dans un processus d’atteinte d’objectifs et vous découvrirez une approche extrêmement simple à réaliser en 4 étapes et d’une efficacité incontestable pour reprogrammer votre Système Réticulé-Activateur et maximiser ainsi votre potentiel dans tous les domaines de votre vie. Tout au long de ce livre, vous serez accompagné dans la création de nouveaux chemins neuronaux plus validants pour vous. De plus, vous serez à même de reconnaître vos croyances limitantes, d’enrayer les résistances, de libérer les émotions rattachées à votre passé, d’ancrer en vous des croyances ressources et d’adopter une posture identitaire correspondant à vos rêves et à vos objectifs afin de passer à l’action en toute confiance.",Anick Lapratte,10 févr. 2020,9782897930707,176,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg5NzkzMDcwNy82ZTBmNWRlYzA0YWIyMDMyMWZlOWI1NTRjZTdiYjgyYzlhNjM3NzY4LmpwZWc=/6e0f5dec04ab20321fe9b554ce7bb82c9a637768-250-375.jpeg?v=1&w=250&h=375&resize=fit
313,"Du Bonheur, un voyage philosophique","Du bonheur 

Un voyage philosophique
Qu'entendons-nous par « bonheur » ? Dépend-il de nos gènes, de la chance, de notre sensibilité ? Est-ce un état durable ou une suite de plaisirs fugaces ? N'est-il que subjectif ? Faut-il le rechercher ? Souffrance et bonheur peuvent-ils coexister ?Pour tenter de répondre à ces questions,Frédéric Lenoir propose un voyage philosophique, joyeux et plein de saveur. Une promenade stimulante en compagnie des grands sages d'Orient et d'Occident, où l'on traversera le jardin des plaisirs avec Épicure, où l'on entendra résonner le rire de Montaigne et de Tchouang-tseu, où l'on croisera le sourire paisible du Bouddha et d'Épictète, où l'on goûtera à la joie de Spinoza et d'Etty Hillesum. Un cheminement vivant, revigorant, ponctué d'exemples concrets et des dernières découvertes des neurosciences, pour nous aider à vivre mieux.",Frédéric Lenoir,26 août 2015,9782253194965,229,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzE5NDk2NS81YjEwM2Y0NDVjZDk2YTgwMDI5MWJkMWU3YmFlMzJhNGI1NjZhMDgxLmpwZWc=/5b103f445cd96a800291bd1e7bae32a4b566a081-250-375.jpeg?v=1&w=250&h=375&resize=fit
